Source,Target,Type,Id,Label,timeset,Weight
5017376,11517708,Undirected,2367,,,2
5017376,14007280,Undirected,2368,,,2
5017376,14659482,Undirected,2369,,,2
5017376,15214871,Undirected,2370,,,2
5017376,17436555,Undirected,2371,,,2
5017376,17695649,Undirected,2372,,,2
5017376,19086307,Undirected,2373,,,2
5017376,19487814,Undirected,2374,,,2
5017376,20113344,Undirected,2375,,,2
5017376,20647409,Undirected,2376,,,2
5017376,26437207,Undirected,2377,,,2
5017376,26476793,Undirected,2378,,,2
5017376,37774029,Undirected,2379,,,2
5017376,46859990,Undirected,2380,,,2
5017376,48038134,Undirected,2381,,,2
5017376,49457625,Undirected,2382,,,2
5017376,51402325,Undirected,2383,,,2
5017376,52060906,Undirected,2384,,,2
5017376,53121530,Undirected,2385,,,2
5017376,56706535,Undirected,2386,,,2
5017376,64971391,Undirected,2387,,,2
5017376,72218459,Undirected,2388,,,2
5017376,81977064,Undirected,2389,,,2
5017376,83983023,Undirected,2390,,,2
5017376,92283380,Undirected,2391,,,2
5017376,93258630,Undirected,2392,,,2
5017376,94989154,Undirected,2393,,,2
5017376,98146873,Undirected,2394,,,2
5017376,102172705,Undirected,2395,,,2
5017376,122433384,Undirected,2396,,,2
5017376,128018796,Undirected,2397,,,2
5017376,133385779,Undirected,2398,,,2
5017376,151646553,Undirected,2399,,,2
5017376,156310993,Undirected,2400,,,2
5017376,162798257,Undirected,2401,,,2
5017376,194615423,Undirected,2402,,,1
5017376,234276068,Undirected,2403,,,1
5017376,248058597,Undirected,2404,,,2
5017376,251216993,Undirected,2405,,,2
5017376,335031647,Undirected,2406,,,2
5017376,502939256,Undirected,2407,,,2
5025175,5188319,Undirected,2412,,,2
5025175,6643828,Undirected,2413,,,2
5025175,8910036,Undirected,2414,,,2
5025175,10470583,Undirected,2416,,,2
5025175,10787238,Undirected,2417,,,2
5025175,11482127,Undirected,2418,,,2
5025175,19029823,Undirected,2419,,,2
5025175,29054140,Undirected,2420,,,2
5025175,46859990,Undirected,2421,,,2
5025175,48200523,Undirected,2422,,,2
5025175,52655756,Undirected,2423,,,2
5025175,58143146,Undirected,2424,,,2
5025175,128018796,Undirected,2425,,,2
5025175,156310993,Undirected,2426,,,2
5025175,183823715,Undirected,2427,,,2
5025175,275233875,Undirected,2428,,,2
5168202,7097127,Undirected,2436,,,2
5168202,7264348,Undirected,2437,,,2
5168202,7711425,Undirected,2438,,,2
5168202,7725788,Undirected,2439,,,2
5168202,8916465,Undirected,2440,,,2
5168202,9462731,Undirected,2441,,,2
5168202,10243881,Undirected,2442,,,2
5168202,10394239,Undirected,2443,,,2
5168202,11517708,Undirected,2444,,,2
5168202,11537523,Undirected,2445,,,2
5168202,13543491,Undirected,2446,,,2
5168202,14186571,Undirected,2447,,,2
5168202,19467006,Undirected,2448,,,2
5168202,21546631,Undirected,2449,,,2
5168202,44314255,Undirected,2450,,,2
5168202,54474365,Undirected,2451,,,2
5168202,67115385,Undirected,2453,,,2
5168202,67347987,Undirected,2454,,,2
5168202,74738266,Undirected,2455,,,1
5168202,76593699,Undirected,2456,,,2
5168202,98358711,Undirected,2457,,,2
5168202,128018796,Undirected,2459,,,2
5168202,132854964,Undirected,2460,,,1
5168202,164801996,Undirected,2461,,,2
5168202,370397803,Undirected,2462,,,2
5168202,412714145,Undirected,2463,,,2
5188319,5206504,Undirected,2479,,,2
5188319,5290904,Undirected,2480,,,2
5188319,6285008,Undirected,2481,,,2
5188319,6449250,Undirected,2482,,,2
5188319,6643828,Undirected,2483,,,2
5188319,7041843,Undirected,2484,,,1
5188319,7097127,Undirected,2485,,,2
5188319,7723717,Undirected,2487,,,2
5188319,8721509,Undirected,2489,,,2
5188319,8910036,Undirected,2491,,,2
5188319,9035501,Undirected,2492,,,2
5188319,9484132,Undirected,2493,,,2
5188319,10394239,Undirected,2494,,,2
5188319,10470583,Undirected,2495,,,2
5188319,10661612,Undirected,2496,,,2
5188319,10787238,Undirected,2497,,,2
5188319,10896352,Undirected,2498,,,2
5188319,11482127,Undirected,2499,,,2
5188319,11503823,Undirected,2500,,,2
5188319,11517708,Undirected,2501,,,2
5188319,11905863,Undirected,2502,,,1
5188319,12146610,Undirected,2503,,,2
5188319,12345730,Undirected,2504,,,2
5188319,13304173,Undirected,2505,,,2
5188319,13429872,Undirected,2506,,,2
5188319,13475495,Undirected,2507,,,2
5188319,14007280,Undirected,2508,,,2
5188319,14453855,Undirected,2509,,,2
5188319,17695649,Undirected,2510,,,2
5188319,18027657,Undirected,2511,,,2
5188319,19029823,Undirected,2512,,,2
5188319,19086307,Undirected,2513,,,2
5188319,19105152,Undirected,2514,,,2
5188319,20499014,Undirected,2515,,,2
5188319,20562012,Undirected,2516,,,2
5188319,20647409,Undirected,2517,,,2
5188319,20756088,Undirected,2518,,,2
5188319,21887427,Undirected,2519,,,2
5188319,22431090,Undirected,2520,,,2
5188319,23268563,Undirected,2521,,,2
5188319,23322854,Undirected,2522,,,2
5188319,23394348,Undirected,2523,,,2
5188319,24435056,Undirected,2524,,,2
5188319,26437207,Undirected,2525,,,2
5188319,29054140,Undirected,2526,,,2
5188319,30825935,Undirected,2527,,,2
5188319,31136873,Undirected,2528,,,2
5188319,36542434,Undirected,2529,,,2
5188319,38316293,Undirected,2530,,,2
5188319,38863544,Undirected,2531,,,2
5188319,44314255,Undirected,2532,,,2
5188319,46859990,Undirected,2533,,,2
5188319,51402325,Undirected,2534,,,2
5188319,60940468,Undirected,2535,,,2
5188319,68229314,Undirected,2536,,,2
5188319,78939424,Undirected,2537,,,2
5188319,79559869,Undirected,2538,,,2
5188319,79892799,Undirected,2539,,,2
5188319,80603693,Undirected,2540,,,1
5188319,81270009,Undirected,2541,,,2
5188319,81295831,Undirected,2542,,,2
5188319,83983023,Undirected,2543,,,2
5188319,92030000,Undirected,2544,,,2
5188319,94824934,Undirected,2545,,,2
5188319,95259449,Undirected,2546,,,2
5188319,97958118,Undirected,2547,,,2
5188319,98146873,Undirected,2548,,,2
5188319,99988669,Undirected,2549,,,2
5188319,102622455,Undirected,2551,,,2
5188319,104374278,Undirected,2552,,,2
5188319,128018796,Undirected,2553,,,2
5188319,137964272,Undirected,2554,,,2
5188319,151646553,Undirected,2555,,,2
5188319,152055761,Undirected,2556,,,2
5188319,153336245,Undirected,2557,,,2
5188319,156310993,Undirected,2558,,,2
5188319,160240202,Undirected,2559,,,2
5188319,160757733,Undirected,2560,,,2
5188319,164801996,Undirected,2562,,,2
5188319,168030320,Undirected,2563,,,2
5188319,219283129,Undirected,2564,,,2
5188319,236582831,Undirected,2565,,,2
5188319,248058597,Undirected,2566,,,2
5188319,249354957,Undirected,2567,,,2
5188319,251216993,Undirected,2568,,,2
5188319,282293836,Undirected,2569,,,1
5188319,307762440,Undirected,2570,,,2
5188319,412714145,Undirected,2571,,,2
5206504,6285008,Undirected,2584,,,2
5206504,7097127,Undirected,2585,,,2
5206504,7640927,Undirected,2587,,,2
5206504,8091161,Undirected,2588,,,2
5206504,8721509,Undirected,2590,,,2
5206504,8910036,Undirected,2591,,,2
5206504,9484132,Undirected,2593,,,2
5206504,10394239,Undirected,2594,,,2
5206504,10470583,Undirected,2595,,,2
5206504,10661612,Undirected,2596,,,2
5206504,10787238,Undirected,2597,,,2
5206504,10896352,Undirected,2598,,,2
5206504,11482127,Undirected,2599,,,2
5206504,11503823,Undirected,2600,,,2
5206504,11517708,Undirected,2601,,,2
5206504,11522638,Undirected,2602,,,2
5206504,11905863,Undirected,2603,,,1
5206504,12146610,Undirected,2604,,,2
5206504,12345730,Undirected,2605,,,2
5206504,13429872,Undirected,2606,,,2
5206504,13475495,Undirected,2607,,,2
5206504,14007280,Undirected,2608,,,2
5206504,14698269,Undirected,2609,,,2
5206504,17897806,Undirected,2610,,,2
5206504,19029823,Undirected,2611,,,2
5206504,19059209,Undirected,2612,,,2
5206504,19086307,Undirected,2613,,,2
5206504,19105152,Undirected,2614,,,2
5206504,20562012,Undirected,2615,,,2
5206504,20647409,Undirected,2616,,,2
5206504,22431090,Undirected,2617,,,2
5206504,23322854,Undirected,2618,,,2
5206504,26437207,Undirected,2619,,,2
5206504,27283107,Undirected,2620,,,2
5206504,27835117,Undirected,2621,,,2
5206504,29054140,Undirected,2622,,,2
5206504,32207779,Undirected,2623,,,2
5206504,36542434,Undirected,2624,,,2
5206504,37774029,Undirected,2625,,,2
5206504,38316293,Undirected,2626,,,2
5206504,39595444,Undirected,2627,,,2
5206504,44314255,Undirected,2628,,,2
5206504,46859990,Undirected,2629,,,2
5206504,49457625,Undirected,2630,,,2
5206504,51402325,Undirected,2631,,,2
5206504,52655756,Undirected,2632,,,2
5206504,67115385,Undirected,2633,,,2
5206504,78939424,Undirected,2634,,,2
5206504,79892799,Undirected,2635,,,2
5206504,80109748,Undirected,2636,,,2
5206504,80603693,Undirected,2637,,,1
5206504,81295831,Undirected,2638,,,2
5206504,81835614,Undirected,2639,,,2
5206504,81977064,Undirected,2640,,,2
5206504,83983023,Undirected,2641,,,2
5206504,94824934,Undirected,2642,,,2
5206504,95259449,Undirected,2643,,,2
5206504,97958118,Undirected,2644,,,2
5206504,100622390,Undirected,2645,,,2
5206504,128018796,Undirected,2646,,,2
5206504,151646553,Undirected,2647,,,2
5206504,152055761,Undirected,2648,,,2
5206504,153336245,Undirected,2649,,,2
5206504,156310993,Undirected,2650,,,2
5206504,164801996,Undirected,2651,,,2
5206504,183823715,Undirected,2654,,,2
5206504,194615423,Undirected,2655,,,1
5206504,205436874,Undirected,2656,,,2
5206504,248058597,Undirected,2657,,,2
5206504,249354957,Undirected,2658,,,2
5206504,251216993,Undirected,2659,,,2
5206504,307762440,Undirected,2660,,,2
5206504,551892284,Undirected,2661,,,2
5209342,7429309,Undirected,2663,,,2
5209342,17283336,Undirected,2664,,,2
5209342,17656022,Undirected,2665,,,2
5209342,20113344,Undirected,2666,,,2
5209342,52060906,Undirected,2667,,,2
5244172,10787238,Undirected,2670,,,2
5244172,18678257,Undirected,2671,,,2
5244172,19029823,Undirected,2672,,,2
5244172,23322854,Undirected,2673,,,2
5244172,29054140,Undirected,2674,,,2
5244172,46859990,Undirected,2675,,,2
5244172,51402325,Undirected,2676,,,2
5244172,78939424,Undirected,2677,,,2
5244172,88298219,Undirected,2678,,,2
5244172,94989154,Undirected,2679,,,2
5290904,2327658,Undirected,2682,,,1
5290904,6643828,Undirected,2685,,,2
5290904,7041843,Undirected,2686,,,1
5290904,7264348,Undirected,2687,,,2
5290904,9035501,Undirected,2689,,,2
5290904,11093702,Undirected,2690,,,2
5290904,11482127,Undirected,2691,,,2
5290904,11517708,Undirected,2692,,,2
5290904,11905863,Undirected,2693,,,1
5290904,12146610,Undirected,2694,,,2
5290904,12231349,Undirected,2695,,,2
5290904,12952420,Undirected,2696,,,2
5290904,13167984,Undirected,2697,,,2
5290904,13429872,Undirected,2698,,,2
5290904,17129157,Undirected,2699,,,2
5290904,17656022,Undirected,2700,,,2
5290904,18027657,Undirected,2701,,,2
5290904,19086307,Undirected,2702,,,2
5290904,19105152,Undirected,2703,,,2
5290904,20113344,Undirected,2704,,,2
5290904,20562012,Undirected,2705,,,2
5290904,20756088,Undirected,2706,,,2
5290904,21887427,Undirected,2707,,,2
5290904,23268563,Undirected,2708,,,2
5290904,23623470,Undirected,2709,,,2
5290904,26437207,Undirected,2710,,,2
5290904,27283107,Undirected,2711,,,2
5290904,28605019,Undirected,2712,,,2
5290904,30825935,Undirected,2713,,,2
5290904,31136873,Undirected,2714,,,2
5290904,32207779,Undirected,2715,,,2
5290904,37214979,Undirected,2716,,,2
5290904,45457072,Undirected,2717,,,2
5290904,60940468,Undirected,2718,,,2
5290904,64564860,Undirected,2719,,,2
5290904,68229314,Undirected,2720,,,2
5290904,74738266,Undirected,2721,,,1
5290904,79892799,Undirected,2722,,,2
5290904,81295831,Undirected,2723,,,2
5290904,92030000,Undirected,2724,,,2
5290904,95065218,Undirected,2725,,,2
5290904,104374278,Undirected,2726,,,2
5290904,117257470,Undirected,2727,,,2
5290904,128018796,Undirected,2728,,,2
5290904,137526262,Undirected,2729,,,2
5290904,137964272,Undirected,2730,,,2
5290904,151307340,Undirected,2732,,,2
5290904,153336245,Undirected,2733,,,2
5290904,156310993,Undirected,2734,,,2
5290904,160757733,Undirected,2735,,,2
5290904,214628133,Undirected,2736,,,2
5290904,219283129,Undirected,2737,,,2
5290904,228054548,Undirected,2738,,,2
5290904,230448450,Undirected,2739,,,2
5290904,267311705,Undirected,2740,,,2
5290904,307762440,Undirected,2741,,,2
5290904,322944819,Undirected,2742,,,2
5290904,331969104,Undirected,2743,,,2
5290904,437162799,Undirected,2744,,,2
5350587,6802388,Undirected,2747,,,2
5350587,7725788,Undirected,2748,,,2
5604774,31336317,Undirected,2749,,,2
5809734,10243881,Undirected,2753,,,2
5809734,15216946,Undirected,2754,,,2
5842584,10787238,Undirected,2756,,,2
5842584,12345730,Undirected,2757,,,2
5842584,20499014,Undirected,2758,,,2
5842584,37214979,Undirected,2759,,,2
5842584,51402325,Undirected,2760,,,2
5842584,198111102,Undirected,2761,,,2
5842584,205436874,Undirected,2762,,,2
5905533,10361450,Undirected,2772,,,2
5905533,10394239,Undirected,2773,,,2
5905533,12345730,Undirected,2774,,,2
5905533,12952420,Undirected,2775,,,2
5905533,19487814,Undirected,2776,,,2
5905533,22431090,Undirected,2777,,,2
5905533,31593605,Undirected,2779,,,2
5905533,37618562,Undirected,2780,,,2
5905533,54474365,Undirected,2781,,,2
5905533,98358711,Undirected,2782,,,2
5905533,135187571,Undirected,2784,,,2
5905533,194615423,Undirected,2785,,,1
5905533,281431933,Undirected,2786,,,2
5905533,369810233,Undirected,2787,,,2
6149559,6802388,Undirected,2791,,,2
6149559,9558912,Undirected,2792,,,2
6149559,10342782,Undirected,2793,,,2
6149559,15160342,Undirected,2794,,,2
6149559,17428995,Undirected,2795,,,2
6149559,20467416,Undirected,2796,,,2
6149559,20894342,Undirected,2797,,,2
6149559,164801996,Undirected,2798,,,2
6149559,228054548,Undirected,2799,,,2
6273815,12717910,Undirected,2801,,,2
6285008,7097127,Undirected,2813,,,2
6285008,8721509,Undirected,2816,,,2
6285008,8910036,Undirected,2817,,,2
6285008,9035501,Undirected,2819,,,2
6285008,9484132,Undirected,2820,,,2
6285008,10394239,Undirected,2821,,,2
6285008,10470583,Undirected,2822,,,2
6285008,10787238,Undirected,2823,,,2
6285008,10896352,Undirected,2824,,,2
6285008,11482127,Undirected,2825,,,2
6285008,11503823,Undirected,2826,,,2
6285008,11517708,Undirected,2827,,,2
6285008,11522638,Undirected,2828,,,2
6285008,12146610,Undirected,2829,,,2
6285008,12345730,Undirected,2830,,,2
6285008,13429872,Undirected,2831,,,2
6285008,13475495,Undirected,2832,,,2
6285008,14007280,Undirected,2833,,,2
6285008,15433629,Undirected,2834,,,2
6285008,17283336,Undirected,2835,,,2
6285008,17436555,Undirected,2836,,,2
6285008,17695649,Undirected,2837,,,2
6285008,19029823,Undirected,2838,,,2
6285008,19086307,Undirected,2839,,,2
6285008,19105152,Undirected,2840,,,2
6285008,19487814,Undirected,2841,,,2
6285008,20499014,Undirected,2842,,,2
6285008,20562012,Undirected,2843,,,2
6285008,21404950,Undirected,2844,,,2
6285008,22431090,Undirected,2845,,,2
6285008,26437207,Undirected,2846,,,2
6285008,27342802,Undirected,2847,,,2
6285008,30568009,Undirected,2848,,,2
6285008,31336317,Undirected,2849,,,2
6285008,36542434,Undirected,2851,,,2
6285008,38316293,Undirected,2852,,,2
6285008,38863544,Undirected,2853,,,2
6285008,42176261,Undirected,2854,,,2
6285008,42647958,Undirected,2855,,,2
6285008,44314255,Undirected,2856,,,2
6285008,46859990,Undirected,2857,,,2
6285008,49539462,Undirected,2858,,,2
6285008,51402325,Undirected,2859,,,2
6285008,52655756,Undirected,2860,,,2
6285008,54474365,Undirected,2861,,,2
6285008,58143146,Undirected,2862,,,2
6285008,58244493,Undirected,2863,,,2
6285008,67115385,Undirected,2864,,,2
6285008,81835614,Undirected,2865,,,2
6285008,83983023,Undirected,2866,,,2
6285008,89844420,Undirected,2867,,,2
6285008,93501406,Undirected,2868,,,2
6285008,94824934,Undirected,2869,,,2
6285008,95259449,Undirected,2870,,,2
6285008,97958118,Undirected,2871,,,2
6285008,102622455,Undirected,2872,,,2
6285008,108623914,Undirected,2873,,,2
6285008,128018796,Undirected,2874,,,2
6285008,135187571,Undirected,2875,,,2
6285008,139091340,Undirected,2876,,,2
6285008,152055761,Undirected,2877,,,2
6285008,156310993,Undirected,2878,,,2
6285008,168030320,Undirected,2879,,,2
6285008,175913194,Undirected,2880,,,2
6285008,183823715,Undirected,2881,,,2
6285008,194615423,Undirected,2882,,,1
6285008,205436874,Undirected,2883,,,2
6285008,247411462,Undirected,2884,,,2
6285008,248058597,Undirected,2885,,,2
6285008,249354957,Undirected,2886,,,2
6285008,251216993,Undirected,2887,,,2
6285008,258387065,Undirected,2888,,,2
6285008,281431933,Undirected,2889,,,2
6285008,412714145,Undirected,2890,,,2
6285008,419004306,Undirected,2891,,,2
6408629,12345730,Undirected,2893,,,2
6408629,19029823,Undirected,2894,,,2
6408629,19059209,Undirected,2895,,,2
6408629,20499014,Undirected,2896,,,2
6408629,26255378,Undirected,2897,,,2
6408629,27405509,Undirected,2898,,,2
6408629,29054140,Undirected,2899,,,2
6408629,60893225,Undirected,2900,,,2
6408629,78239994,Undirected,2901,,,2
6408629,78939424,Undirected,2902,,,2
6408629,81835614,Undirected,2903,,,2
6408629,134272431,Undirected,2904,,,2
6408629,148381648,Undirected,2905,,,2
6408629,168030320,Undirected,2906,,,2
6408629,215814020,Undirected,2907,,,2
6408629,241290702,Undirected,2908,,,2
6408629,298746692,Undirected,2909,,,2
6408629,344288038,Undirected,2910,,,2
6408629,359790396,Undirected,2911,,,2
6449250,6643828,Undirected,2916,,,2
6449250,7097127,Undirected,2917,,,2
6449250,10470583,Undirected,2918,,,2
6449250,12345730,Undirected,2919,,,2
6449250,18678257,Undirected,2920,,,2
6449250,19029823,Undirected,2921,,,2
6449250,19105152,Undirected,2922,,,2
6449250,251216993,Undirected,2924,,,2
6567645,6802388,Undirected,2932,,,2
6567645,10342782,Undirected,2933,,,2
6567645,15160342,Undirected,2934,,,2
6567645,48200523,Undirected,2935,,,2
6567645,135187571,Undirected,2936,,,2
6567645,193859015,Undirected,2938,,,2
6567645,255302701,Undirected,2939,,,2
6567645,275233875,Undirected,2940,,,2
6567645,281431933,Undirected,2941,,,2
6643828,744513,Undirected,2945,,,1
6643828,2327658,Undirected,2951,,,1
6643828,7041843,Undirected,2961,,,1
6643828,7097127,Undirected,2962,,,2
6643828,7723717,Undirected,2963,,,2
6643828,9035501,Undirected,2965,,,2
6643828,10049592,Undirected,2967,,,2
6643828,11093702,Undirected,2968,,,2
6643828,11482127,Undirected,2969,,,2
6643828,11517708,Undirected,2970,,,2
6643828,11905863,Undirected,2971,,,1
6643828,12146610,Undirected,2972,,,2
6643828,13304173,Undirected,2973,,,2
6643828,14186571,Undirected,2974,,,2
6643828,14453855,Undirected,2975,,,2
6643828,17656022,Undirected,2976,,,2
6643828,18678257,Undirected,2977,,,2
6643828,19029823,Undirected,2978,,,2
6643828,20113344,Undirected,2979,,,2
6643828,20562012,Undirected,2980,,,2
6643828,20647409,Undirected,2981,,,2
6643828,20756088,Undirected,2982,,,2
6643828,23268563,Undirected,2984,,,2
6643828,23394348,Undirected,2985,,,2
6643828,24435056,Undirected,2986,,,2
6643828,32410414,Undirected,2987,,,2
6643828,32703581,Undirected,2988,,,2
6643828,37214979,Undirected,2989,,,2
6643828,44314255,Undirected,2990,,,2
6643828,46859990,Undirected,2991,,,2
6643828,81295831,Undirected,2993,,,2
6643828,91596926,Undirected,2994,,,2
6643828,98146873,Undirected,2995,,,2
6643828,104374278,Undirected,2996,,,2
6643828,128018796,Undirected,2997,,,2
6643828,137964272,Undirected,2998,,,2
6643828,160240202,Undirected,2999,,,2
6643828,195178325,Undirected,3001,,,2
6643828,256120722,Undirected,3002,,,2
6643828,322944819,Undirected,3003,,,2
6802388,10243881,Undirected,3017,,,2
6802388,10342782,Undirected,3018,,,2
6802388,11905863,Undirected,3019,,,1
6802388,15160342,Undirected,3020,,,2
6802388,17428995,Undirected,3021,,,2
6802388,20467416,Undirected,3022,,,2
6802388,22306643,Undirected,3023,,,2
6802388,48200523,Undirected,3024,,,2
6802388,135187571,Undirected,3025,,,2
6802388,164801996,Undirected,3026,,,2
6802388,176727872,Undirected,3028,,,2
6802388,193859015,Undirected,3029,,,2
6802388,232142246,Undirected,3030,,,2
6802388,275233875,Undirected,3031,,,2
6802388,281431933,Undirected,3032,,,2
6934201,2327658,Undirected,3033,,,1
6934201,7041843,Undirected,3036,,,1
6934201,7097127,Undirected,3037,,,2
6934201,8910036,Undirected,3038,,,2
6934201,9035501,Undirected,3039,,,2
6934201,11338980,Undirected,3041,,,2
6934201,11905863,Undirected,3042,,,1
6934201,12146610,Undirected,3043,,,2
6934201,12231349,Undirected,3044,,,2
6934201,12529644,Undirected,3045,,,2
6934201,18027657,Undirected,3046,,,2
6934201,19086307,Undirected,3047,,,2
6934201,21887427,Undirected,3048,,,2
6934201,23268563,Undirected,3049,,,2
6934201,30825935,Undirected,3050,,,2
6934201,31136873,Undirected,3051,,,2
6934201,51109331,Undirected,3052,,,2
6934201,57151266,Undirected,3053,,,2
6934201,58828580,Undirected,3054,,,2
6934201,63549086,Undirected,3055,,,2
6934201,64564860,Undirected,3056,,,2
6934201,68229314,Undirected,3057,,,2
6934201,74738266,Undirected,3058,,,1
6934201,81270009,Undirected,3059,,,2
6934201,98146873,Undirected,3060,,,2
6934201,104374278,Undirected,3061,,,2
6934201,112989594,Undirected,3062,,,2
6934201,117257470,Undirected,3063,,,2
6934201,122433384,Undirected,3064,,,2
6934201,128018796,Undirected,3065,,,2
6934201,137526262,Undirected,3066,,,2
6934201,149058373,Undirected,3067,,,2
6934201,153336245,Undirected,3068,,,2
6934201,230448450,Undirected,3070,,,2
6934201,307762440,Undirected,3071,,,2
6934201,322944819,Undirected,3072,,,2
6934201,331969104,Undirected,3073,,,2
6934201,364348279,Undirected,3074,,,2
6934201,369810233,Undirected,3075,,,2
7097127,607135,Undirected,3081,,,1
7097127,2327658,Undirected,3093,,,1
7097127,7264348,Undirected,3117,,,2
7097127,7429309,Undirected,3118,,,2
7097127,7725788,Undirected,3119,,,2
7097127,8675442,Undirected,3120,,,2
7097127,8910036,Undirected,3121,,,2
7097127,9035501,Undirected,3123,,,2
7097127,9462731,Undirected,3125,,,2
7097127,9484132,Undirected,3126,,,2
7097127,10049592,Undirected,3127,,,2
7097127,10107481,Undirected,3128,,,2
7097127,10243881,Undirected,3129,,,2
7097127,10336147,Undirected,3130,,,2
7097127,10394239,Undirected,3131,,,2
7097127,10470583,Undirected,3132,,,2
7097127,10787238,Undirected,3133,,,2
7097127,10896352,Undirected,3134,,,2
7097127,11482127,Undirected,3135,,,2
7097127,11503823,Undirected,3136,,,2
7097127,11517708,Undirected,3137,,,2
7097127,11905863,Undirected,3138,,,1
7097127,12146610,Undirected,3139,,,2
7097127,12952420,Undirected,3140,,,2
7097127,13475495,Undirected,3141,,,2
7097127,14007280,Undirected,3142,,,2
7097127,14186571,Undirected,3143,,,2
7097127,14453855,Undirected,3144,,,2
7097127,14659482,Undirected,3145,,,2
7097127,15216946,Undirected,3146,,,2
7097127,15433629,Undirected,3147,,,2
7097127,15951270,Undirected,3148,,,2
7097127,17001324,Undirected,3149,,,2
7097127,17283336,Undirected,3150,,,2
7097127,17436555,Undirected,3151,,,2
7097127,17656022,Undirected,3152,,,2
7097127,17695649,Undirected,3153,,,2
7097127,18027657,Undirected,3154,,,2
7097127,19029823,Undirected,3155,,,2
7097127,19049352,Undirected,3156,,,2
7097127,19086307,Undirected,3157,,,2
7097127,19105152,Undirected,3158,,,2
7097127,20113344,Undirected,3159,,,2
7097127,20562012,Undirected,3160,,,2
7097127,20647409,Undirected,3161,,,2
7097127,20894342,Undirected,3162,,,2
7097127,23268563,Undirected,3163,,,2
7097127,23394348,Undirected,3164,,,2
7097127,26437207,Undirected,3165,,,2
7097127,26476793,Undirected,3166,,,2
7097127,27283107,Undirected,3167,,,2
7097127,30568009,Undirected,3168,,,2
7097127,31593605,Undirected,3169,,,2
7097127,32207779,Undirected,3170,,,2
7097127,32410414,Undirected,3171,,,2
7097127,36542434,Undirected,3172,,,2
7097127,37214979,Undirected,3173,,,2
7097127,37774029,Undirected,3174,,,2
7097127,39595444,Undirected,3175,,,2
7097127,41642450,Undirected,3176,,,2
7097127,41656156,Undirected,3177,,,1
7097127,44314255,Undirected,3178,,,2
7097127,45457072,Undirected,3179,,,2
7097127,46859990,Undirected,3180,,,2
7097127,49457625,Undirected,3181,,,2
7097127,51109331,Undirected,3182,,,2
7097127,51402325,Undirected,3183,,,2
7097127,52344165,Undirected,3184,,,2
7097127,52655756,Undirected,3185,,,2
7097127,54474365,Undirected,3186,,,2
7097127,56706535,Undirected,3187,,,2
7097127,57151266,Undirected,3188,,,2
7097127,58828580,Undirected,3189,,,2
7097127,64564860,Undirected,3190,,,2
7097127,65020330,Undirected,3191,,,2
7097127,67115385,Undirected,3193,,,2
7097127,68229314,Undirected,3194,,,2
7097127,72218459,Undirected,3195,,,2
7097127,74738266,Undirected,3196,,,1
7097127,78939424,Undirected,3197,,,2
7097127,79892799,Undirected,3198,,,2
7097127,80603693,Undirected,3199,,,1
7097127,81270009,Undirected,3200,,,2
7097127,81295831,Undirected,3201,,,2
7097127,81977064,Undirected,3202,,,2
7097127,91596926,Undirected,3203,,,2
7097127,92030000,Undirected,3204,,,2
7097127,93258630,Undirected,3205,,,2
7097127,94989154,Undirected,3206,,,2
7097127,95259449,Undirected,3207,,,2
7097127,97121399,Undirected,3208,,,2
7097127,98146873,Undirected,3209,,,2
7097127,98358711,Undirected,3210,,,2
7097127,100622390,Undirected,3211,,,2
7097127,102172705,Undirected,3213,,,2
7097127,104374278,Undirected,3214,,,2
7097127,117257470,Undirected,3215,,,2
7097127,128018796,Undirected,3216,,,2
7097127,133385779,Undirected,3217,,,2
7097127,135187571,Undirected,3218,,,2
7097127,137526262,Undirected,3219,,,2
7097127,144086293,Undirected,3220,,,2
7097127,146259603,Undirected,3221,,,2
7097127,149058373,Undirected,3222,,,2
7097127,151307340,Undirected,3223,,,2
7097127,151646553,Undirected,3224,,,2
7097127,153336245,Undirected,3225,,,2
7097127,156310993,Undirected,3226,,,2
7097127,162798257,Undirected,3227,,,2
7097127,164801996,Undirected,3228,,,2
7097127,183823715,Undirected,3229,,,2
7097127,194615423,Undirected,3230,,,1
7097127,195178325,Undirected,3231,,,2
7097127,200144826,Undirected,3232,,,2
7097127,213115134,Undirected,3233,,,2
7097127,214628133,Undirected,3234,,,2
7097127,247411462,Undirected,3235,,,2
7097127,249354957,Undirected,3236,,,2
7097127,251216993,Undirected,3237,,,2
7097127,265768318,Undirected,3238,,,2
7097127,268624782,Undirected,3239,,,2
7097127,307762440,Undirected,3240,,,2
7097127,335031647,Undirected,3241,,,2
7097127,364348279,Undirected,3242,,,2
7097127,419004306,Undirected,3244,,,2
7097127,525288116,Undirected,3245,,,2
7097127,551892284,Undirected,3246,,,2
7264348,2327658,Undirected,3252,,,1
7264348,7429309,Undirected,3258,,,2
7264348,7725788,Undirected,3259,,,2
7264348,8910036,Undirected,3260,,,2
7264348,9035501,Undirected,3261,,,2
7264348,9484132,Undirected,3262,,,2
7264348,10021028,Undirected,3263,,,1
7264348,10394239,Undirected,3264,,,2
7264348,10787238,Undirected,3265,,,2
7264348,11482127,Undirected,3266,,,2
7264348,11517708,Undirected,3267,,,2
7264348,11905863,Undirected,3268,,,1
